timestamp,open,high,low,close,trades,volume,vwap,turnover
2020-03-14T00:00:00.000Z,4346.0,5873.5,3596.0,5240.0,1334614.0,6263794114.0,5009.0162,125053208474360.0
2020-03-13T00:00:00.000Z,7939.0,7967.0,4266.0,4346.0,2038313.0,9879605680.0,6227.0378,158656719493559.0
2020-03-12T00:00:00.000Z,7889.5,7985.0,7593.0,7939.0,755014.0,2616658378.0,7816.7748,33476979702338.0
2020-03-11T00:00:00.000Z,7928.0,8150.0,7723.0,7889.5,764935.0,3415078897.0,7951.6539,42948944691125.0
2020-03-10T00:00:00.000Z,8038.5,8184.5,7630.5,7928.0,1119012.0,4800156501.0,7856.0767,61105980051886.0
2020-03-09T00:00:00.000Z,8900.0,8900.0,8001.0,8038.5,813564.0,3565316312.0,8457.3748,42156730599094.0
2020-03-08T00:00:00.000Z,9158.5,9224.5,8851.0,8900.0,485186.0,2109118200.0,9042.4089,23326664389250.0
2020-03-07T00:00:00.000Z,9070.5,9180.0,9001.0,9158.5,428392.0,1771717908.0,9100.0091,19470218778922.0
2020-03-06T00:00:00.000Z,8756.5,9171.0,8756.0,9070.5,607417.0,2680324726.0,9013.0689,29740200599007.0
2020-03-05T00:00:00.000Z,8757.0,8849.0,8665.0,8756.5,482268.0,1706557363.0,8756.5674,19489359825648.0
2020-03-04T00:00:00.000Z,8918.5,8930.0,8660.0,8757.0,603755.0,2506496796.0,8787.3462,28525146087259.0
2020-03-03T00:00:00.000Z,8532.5,8967.0,8490.0,8918.5,594418.0,2260357992.0,8757.3343,25811170991093.0
2020-03-02T00:00:00.000Z,8531.5,8769.0,8400.0,8532.5,736828.0,2865341712.0,8566.0442,33451955863782.0
2020-03-01T00:00:00.000Z,8717.5,8806.5,8525.5,8531.5,499069.0,1624579497.0,8681.3091,18713580667188.0
2020-02-29T00:00:00.000Z,8820.0,8902.5,8438.0,8717.5,824892.0,3535037527.0,8649.7708,40869513915801.0
2020-02-28T00:00:00.000Z,8780.0,8969.0,8523.0,8820.0,730658.0,3233578879.0,8776.5491,36845554064741.0
2020-02-27T00:00:00.000Z,9317.0,9368.0,8580.0,8780.0,908053.0,4672566740.0,9004.9527,51890742699358.0
2020-02-26T00:00:00.000Z,9660.5,9697.5,9233.5,9317.0,652016.0,2825728347.0,9472.388,29832780209141.0
2020-02-25T00:00:00.000Z,9966.0,10036.0,9480.0,9660.5,674542.0,3127248830.0,9734.2548,32126305803640.0
2020-02-24T00:00:00.000Z,9675.5,10045.0,9674.5,9966.0,456599.0,2129179142.0,9901.9705,21503626299379.0
2020-02-23T00:00:00.000Z,9694.0,9718.5,9560.5,9675.5,299239.0,1047504190.0,9655.3056,10849462269630.0
2020-02-22T00:00:00.000Z,9607.5,9788.0,9506.0,9694.0,444784.0,1943485619.0,9689.9225,20057880852675.0
2020-02-21T00:00:00.000Z,9596.5,9688.0,9354.0,9607.5,565110.0,2896538588.0,9574.8755,30253964900977.0
2020-02-20T00:00:00.000Z,10195.5,10331.0,9260.5,9596.5,749976.0,4113270117.0,9963.1364,41287884131809.0
2020-02-19T00:00:00.000Z,9715.0,10300.0,9621.0,10195.5,742140.0,3722933606.0,9903.9319,37590493270465.0
2020-02-18T00:00:00.000Z,9934.0,9970.0,9485.0,9715.0,745141.0,3536302919.0,9698.3804,36466346784676.0
2020-02-17T00:00:00.000Z,9907.0,10049.0,9642.0,9934.0,607092.0,2631092637.0,9882.3994,26625980039735.0
2020-02-16T00:00:00.000Z,10369.5,10402.5,9731.0,9907.0,546848.0,2793702129.0,10068.4656,27749254368966.0
2020-02-15T00:00:00.000Z,10241.0,10393.0,10119.0,10369.5,519420.0,2321594602.0,10261.6727,22624908151305.0
2020-02-14T00:00:00.000Z,10363.0,10550.0,10075.0,10241.0,853637.0,4590116972.0,10298.6612,44571796959491.0
2020-02-13T00:00:00.000Z,10286.0,10500.0,10257.0,10363.0,622545.0,3195518429.0,10358.4007,30852454097557.0
2020-02-12T00:00:00.000Z,9862.5,10400.0,9725.0,10286.0,680240.0,3819505406.0,10032.1027,38075923377760.0
2020-02-11T00:00:00.000Z,10172.5,10199.0,9715.5,9862.5,701152.0,3654168022.0,9923.5884,36824313689114.0
2020-02-10T00:00:00.000Z,9908.0,10185.5,9899.0,10172.5,558032.0,2935217599.0,10083.6947,29109681440513.0
2020-02-09T00:00:00.000Z,9815.0,9957.5,9665.5,9908.0,517274.0,2628334844.0,9827.044,26748218789840.0
2020-02-08T00:00:00.000Z,9763.0,9890.0,9713.0,9815.0,501179.0,2479752042.0,9787.6089,25336414236988.0
2020-02-07T00:00:00.000Z,9630.0,9869.0,9530.0,9763.0,675691.0,3831983024.0,9717.2286,39436342371540.0
2020-02-06T00:00:00.000Z,9166.0,9779.0,9157.0,9630.0,684599.0,3835754054.0,9476.8764,40475326466712.0
2020-02-05T00:00:00.000Z,9282.0,9348.0,9080.0,9166.0,562576.0,2851149240.0,9200.4784,30990114691208.0
2020-02-04T00:00:00.000Z,9325.0,9619.0,9220.0,9282.0,583506.0,2901398321.0,9357.1629,31008597570647.0
2020-02-03T00:00:00.000Z,9382.0,9483.5,9113.0,9325.0,570938.0,2558075884.0,9363.2959,27321207334293.0
2020-02-02T00:00:00.000Z,9339.5,9464.0,9287.5,9382.0,416480.0,1606928169.0,9376.4651,17138259965682.0
2020-02-01T00:00:00.000Z,9510.0,9528.0,9205.0,9339.5,540931.0,2429182170.0,9338.8121,26013226184067.0
2020-01-31T00:00:00.000Z,9294.5,9579.0,9052.0,9510.0,722011.0,3871834826.0,9376.4651,41294924991482.0
2020-01-30T00:00:00.000Z,9400.0,9440.0,9235.0,9294.5,633542.0,3016724002.0,9337.0682,32309835853225.0
2020-01-29T00:00:00.000Z,8900.0,9434.0,8886.0,9400.0,892413.0,4571974682.0,9076.8812,50372217746126.0
2020-01-28T00:00:00.000Z,8597.5,8994.5,8566.0,8900.0,634879.0,3131528831.0,8757.3343,35760822690799.0
2020-01-27T00:00:00.000Z,8326.0,8599.5,8286.0,8597.5,452126.0,1814758342.0,8449.5142,21477686794671.0
2020-01-26T00:00:00.000Z,8425.5,8427.5,8251.0,8326.0,397655.0,1484100809.0,8322.9297,17832209575305.0
2020-01-25T00:00:00.000Z,8392.0,8515.0,8223.5,8425.5,576726.0,2520283967.0,8380.1223,30075524478996.0
2020-01-24T00:00:00.000Z,8664.5,8669.5,8283.5,8392.0,671484.0,2892720411.0,8440.9555,34272548707551.0
2020-01-23T00:00:00.000Z,8727.5,8796.5,8552.0,8664.5,368683.0,1313340524.0,8670.7708,15147416189900.0
2020-01-22T00:00:00.000Z,8632.5,8772.5,8455.0,8727.5,466583.0,1797763495.0,8643.7894,20799870403477.0
2020-01-21T00:00:00.000Z,8700.5,8739.0,8516.0,8632.5,505889.0,2016471911.0,8637.8164,23346051309818.0
2020-01-20T00:00:00.000Z,8916.5,9190.0,8430.0,8700.5,783253.0,3742743016.0,8818.3422,42445011973747.0
2020-01-19T00:00:00.000Z,8901.0,8984.0,8810.0,8916.5,504752.0,1836510291.0,8899.9644,20636069663954.0
2020-01-18T00:00:00.000Z,8719.0,9021.0,8670.5,8901.0,794066.0,3728596348.0,8877.8409,41999758558004.0
2020-01-17T00:00:00.000Z,8816.5,8854.0,8585.5,8719.0,619724.0,2445274789.0,8682.8167,28162398651431.0
2020-01-16T00:00:00.000Z,8835.5,8916.5,8578.0,8816.5,768339.0,3523353461.0,8759.6356,40223794675974.0
2020-01-15T00:00:00.000Z,8104.5,8900.0,8104.0,8835.5,1104320.0,5589882784.0,8588.1141,65090304291775.0
2020-01-14T00:00:00.000Z,8187.0,8200.0,8033.5,8104.5,409746.0,1313199511.0,8103.7277,16205368305746.0
2020-01-13T00:00:00.000Z,8023.5,8196.0,7955.0,8187.0,498913.0,1576712742.0,8111.6158,19439104829550.0
2020-01-12T00:00:00.000Z,8204.0,8295.0,8006.5,8023.5,679745.0,2342781516.0,8124.7969,28837134254648.0
2020-01-11T00:00:00.000Z,7810.5,8204.0,7682.0,8204.0,925221.0,3782453314.0,7932.7304,47684802822927.0
2020-01-10T00:00:00.000Z,8046.0,8046.0,7740.5,7810.5,681100.0,2634163776.0,7887.6794,33396116017328.0
2020-01-09T00:00:00.000Z,8155.5,8462.5,7880.0,8046.0,1012985.0,4906482344.0,8230.4527,59617175744227.0
2020-01-08T00:00:00.000Z,7756.5,8214.5,7740.5,8155.5,854480.0,3903802488.0,7949.1256,49110254855129.0
2020-01-07T00:00:00.000Z,7350.5,7799.0,7341.5,7756.5,609959.0,2344491871.0,7564.2965,30995873895336.0
2020-01-06T00:00:00.000Z,7345.0,7494.0,7310.0,7350.5,424155.0,1533245110.0,7422.2519,20658479171350.0
2020-01-05T00:00:00.000Z,7335.0,7399.0,7258.5,7345.0,368114.0,1183967641.0,7321.7162,16171221364582.0
2020-01-04T00:00:00.000Z,6942.0,7412.0,6855.0,7335.0,751545.0,3050176897.0,7217.611,42262886078250.0
2020-01-03T00:00:00.000Z,7179.0,7183.0,6905.5,6942.0,425292.0,1471023953.0,7050.6945,20864501248521.0
2020-01-02T00:00:00.000Z,7163.0,7234.5,7153.0,7179.0,274470.0,762775093.0,7196.3155,10600117012941.0
2020-01-01T00:00:00.000Z,7218.5,7298.5,7115.0,7163.0,352988.0,1097785557.0,7201.4979,15244748390818.0
2019-12-31T00:00:00.000Z,7381.5,7382.0,7201.0,7218.5,404378.0,1263814042.0,7290.7553,17335668465710.0
2019-12-30T00:00:00.000Z,7298.0,7524.5,7272.0,7381.5,480201.0,1545732585.0,7375.7191,20958525702196.0
2019-12-29T00:00:00.000Z,7242.0,7347.0,7231.0,7298.0,445388.0,1191155941.0,7296.6071,16325213881894.0
2019-12-28T00:00:00.000Z,7190.0,7268.0,7060.0,7242.0,445484.0,1462208740.0,7179.7817,20366805066759.0
2019-12-27T00:00:00.000Z,7194.5,7445.0,7142.0,7190.0,468399.0,1533968997.0,7257.9475,21136288106787.0
